Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,UConn,2117.0,-2.3,+10
2,Purdue,2061.0,-0.2,+23
3,Iowa State,2057.0,-0.3,+11
4,Houston,2049.0,-2.0,+11
5,Illinois,1999.0,-1.0,+21
6,Auburn,1974.0,-0.4,-30
7,UNC,1965.0,-0.4,+24
8,Marquette,1955.0,-0.1,+17
9,Creighton,1953.0,-0.1,+24
10,Duke,1950.0,-0.5,+47
11,Gonzaga,1938.0,-0.3,+38
12,Tennessee,1931.0,-0.7,+19
13,Arizona,1913.0,-0.9,+22
14,Alabama,1890.0,-0.4,+37
15,Texas,1879.0,-0.0,+6
16,San Diego State,1879.0,-0.0,+27
17,St. John's (NY),1879.0,-0.3,+0
18,Baylor,1872.0,-0.3,-22
19,Florida,1865.0,-0.2,-13
20,Kentucky,1860.0,-0.0,-37
21,Texas A&M,1860.0,-0.1,+26
22,NC State,1857.0,-0.1,+40
23,Ohio State,1854.0,-0.0,+12
24,Texas Tech,1854.0,-0.2,-35
25,Saint Mary's,1848.0,-0.1,-30
26,Michigan State,1845.0,-0.0,+12
27,Colorado,1845.0,-0.2,+19
28,Nebraska,1840.0,-0.0,-34
29,Pitt,1839.0,-0.1,+0
30,BYU,1836.0,-0.2,-20
31,Northwestern,1831.0,-0.0,+16
32,Nevada,1830.0,-0.0,-16
33,Wisconsin,1829.0,-0.1,-32
34,Cincinnati,1826.0,-0.3,+18
35,Oregon,1819.0,-0.1,+13
36,Kansas,1817.0,-0.1,-20
37,Clemson,1815.0,-0.0,+83
38,Utah State,1815.0,-0.1,+11
39,Mississippi State,1812.0,-0.2,-34
40,Washington State,1808.0,-0.3,+7
41,Seton Hall,1801.0,-0.1,+17
42,South Carolina,1798.0,-0.2,-30
43,Grand Canyon,1794.0,-0.2,+11
44,New Mexico,1790.0,-0.0,-53
45,Dayton,1789.0,-0.0,+0
46,Colorado State,1788.0,-0.0,+14
47,TCU,1787.0,-0.1,-32
48,Oklahoma,1784.0,-0.0,+0
49,Florida Atlantic,1783.0,-0.1,-25
50,James Madison,1781.0,,-2
